state,name,delta_population,delta_median_hshld_income,delta_median_age,delta_pct_white,delta_pct_bachelors,delta_pct_poverty
Maryland,Queen Anne's County,9207,8145,2.2,-0.71,5.7,0.9
Maryland,St. Mary's County,26456,6455,0.8,-1.4,3,1.1
Maryland,Somerset County,1171,-3204,0.7,-0.63,0.1,3.9
Maryland,Talbot County,3291,2578,3.2,-1.38,4.7,3.9
Maryland,Washington County,18655,5266,1.5,-2.93,2.8,2.4
Maryland,Wicomico County,18279,3741,0.1,-2.73,3.1,1.6
Maryland,Worcester County,5147,3971,2.2,-0.3,4,0.2
Maryland,Baltimore city,-39506,7255,0.5,-0.42,5.2,1.1
Massachusetts,Barnstable County,-8786,7731,3.7,-1.21,1.2,0.3
Massachusetts,Berkshire County,-8640,6283,2.7,-1.61,3.6,-0.3
Massachusetts,Bristol County,26805,7559,1.7,-2.81,2.6,0.9
Massachusetts,Dukes County,2338,5128,1.6,0.65,6.3,-0.2
Massachusetts,Essex County,61786,9380,0.8,-4.02,2.7,0.8
Massachusetts,Franklin County,-833,5305,2.6,-1.22,4.3,-0.4
Massachusetts,Hampden County,13590,4481,0.4,-3.63,2.7,0
Massachusetts,Hampshire County,9583,5469,0,-1.96,4.3,2.1
Massachusetts,Middlesex County,137551,15501,0.2,-3.17,4.8,0.6
Massachusetts,Nantucket County,1709,8595,0.7,-6.73,4.9,4
Massachusetts,Norfolk County,50014,14641,0.8,-3.65,5.1,0.3
Massachusetts,Plymouth County,42320,8950,2.1,-2.03,3.2,1
Massachusetts,Suffolk County,108132,10645,1,-2.61,4.7,-1
Massachusetts,Worcester County,75153,5161,1.5,-2.84,2.4,1.6
Michigan,Alcona County,-1368,4566,3.6,-1.1,2.8,0.3
Michigan,Alger County,-741,4385,2.9,-1.34,0.9,0.7
Michigan,Allegan County,10782,8247,1.6,-0.97,2.9,-1.1
Michigan,Alpena County,-2852,4259,2.9,-0.67,1.8,-0.9
Michigan,Antrim County,182,7865,4.1,-0.58,3.6,-2.9
Michigan,Arenac County,-2224,3258,3.6,-0.89,1,2
Michigan,Baraga County,-305,2216,1.1,-1.41,4.1,2.4
Michigan,Barry County,3831,5443,2.8,-0.87,2.9,0.4
Michigan,Bay County,-5918,1324,1.7,-0.85,1,3.1
Michigan,Benzie County,1575,8467,4.2,-1.17,3.4,-1.1
Michigan,Berrien County,-8194,4507,1.7,-0.97,3.4,0.8
Michigan,Branch County,-2377,6059,2.1,0.03,-0.1,-1
Michigan,Calhoun County,-3857,3645,1.5,-1.53,2.2,0.7
Michigan,Cass County,277,5522,3.3,-0.99,2.3,-0.3
Michigan,Charlevoix County,49,2863,3.5,-0.81,5.8,0.3
Michigan,Cheboygan County,-1079,4973,4.4,-0.78,1.7,0.5
Michigan,Chippewa County,-832,3836,0.6,-1.38,2.7,-0.6
Michigan,Clare County,-599,1514,2.2,-0.74,1.8,1.7
Michigan,Clinton County,13690,6887,2.5,-0.29,4.3,1.6
Michigan,Crawford County,-366,3001,3.9,-1.51,3.5,-1.6
Michigan,Delta County,-2555,2688,2.4,-0.99,2,1.7
Michigan,Dickinson County,-2057,3095,1.8,-1.01,7.6,4.5
Michigan,Eaton County,5372,4359,1.6,-1.51,1.8,1.8
Michigan,Emmet County,1756,2240,3.1,-0.81,3.4,1.7
Michigan,Genesee County,-28756,1748,2.5,-0.19,1.4,1.9
Michigan,Gladwin County,-789,2935,3,-0.66,2.5,1.2
Michigan,Gogebic County,-2028,3016,2.5,-1.46,-0.2,2.9
Michigan,Grand Traverse County,14153,7582,2.3,-0.67,5.3,0
Michigan,Gratiot County,-1267,2142,1,-0.93,1.2,3.2
Michigan,Hillsdale County,-648,3171,2.3,-0.85,2.6,1.4
Michigan,Houghton County,289,7205,-0.2,-1.18,6,-0.9
Michigan,Huron County,-4799,5153,2.8,-0.64,1.7,0.3
Michigan,Ingham County,10866,3301,0.8,-1.8,2.9,0.9
Michigan,Ionia County,2773,5526,2.8,-0.75,3.1,-2.3
Michigan,Iosco County,-2177,4553,2.9,-1.21,3,0.7
Michigan,Iron County,-2014,3039,3.1,-1.24,3.4,1.5
Michigan,Isabella County,7712,5891,2.3,-1.65,3.6,-2.4
Michigan,Jackson County,218,3598,2,-0.92,3.6,0.3
Michigan,Kalamazoo County,24382,7151,0.2,-1.86,3.8,-1.7
Michigan,Kalkaska County,1063,4081,2.1,-1.21,0.9,1.6
Michigan,Kent County,74259,7770,1,-1.58,4.8,-0.9
Michigan,Keweenaw County,-196,2246,4.5,-0.73,3.1,-5.8
Michigan,Lake County,680,1104,4.1,-0.98,2.9,5.5
Michigan,Lapeer County,270,1181,3.3,-0.98,1.4,-1.3
Michigan,Leelanau County,538,6119,4.4,-0.98,1.4,-0.7
Michigan,Lenawee County,-267,2721,2.2,-0.59,1.3,0
Michigan,Livingston County,32700,6301,3,-0.7,3.5,-0.3
Michigan,Luce County,-666,1180,1.8,-1.36,1.6,2
Michigan,Mackinac County,-1231,3220,4.7,-1.9,-1,0.7
Michigan,Macomb County,83226,4179,1.7,-3.66,2.4,2
Michigan,Manistee County,-100,4029,2.8,-1.16,3.7,1.5
Michigan,Marquette County,1868,3361,-0.5,-0.64,1.1,3.2
Michigan,Mason County,799,5485,1.5,-0.93,2.8,0.8
Michigan,Mecosta County,2838,7583,2.8,-1.1,1.6,1.9
Michigan,Menominee County,-2280,3148,2.7,-1.19,2.4,1.3
Michigan,Midland County,537,6014,2.2,-1.43,1.9,0.3
Michigan,Missaukee County,520,1994,1.6,-1.45,0.5,1.5
Michigan,Monroe County,3704,4113,3,-0.96,1.6,2.2
Michigan,Montcalm County,2284,4876,1.9,-0.61,0.1,-1.5
Michigan,Montmorency County,-1065,4705,3.6,-0.67,1.4,-2.5
Michigan,Muskegon County,3493,5407,1.6,-0.77,2.1,0.5
Michigan,Newaygo County,368,2427,3,-0.32,1.8,0.5
Michigan,Oakland County,56680,6979,1.5,-2.24,3.5,0.3
Michigan,Oceana County,-431,4839,1.7,-1.51,3.8,-1.7
Michigan,Ogemaw County,-664,2181,3.1,-1.18,1.1,0.2
Michigan,Ontonagon County,-1937,804,5.3,-1.29,0.9,2.8
Michigan,Osceola County,63,2758,2.3,-0.92,0.5,2.2
Michigan,Oscoda County,-1131,4487,2.9,-1.35,2,-2.3
Michigan,Otsego County,1237,5292,2.8,-1.32,2.6,2.8
Michigan,Ottawa County,48069,8867,0.9,-1.37,3.7,0.8
Michigan,Presque Isle County,-1620,6375,3.8,-1.19,1.9,2.9
Michigan,Roscommon County,-1574,4292,3.5,-1.15,0.6,-2.2
Michigan,Saginaw County,-18105,2080,1.8,-0.8,3.1,-0.8
Michigan,St. Clair County,-4885,4521,3,-0.75,3,0.9
Michigan,St. Joseph County,-1475,3464,1.4,-1.17,1.4,0.6
Michigan,Sanilac County,-3278,3599,3.4,-0.66,2.9,0.2
Michigan,Schoolcraft County,-854,503,3.6,-1.19,2,3.8
Michigan,Shiawassee County,-3241,4514,2.6,-0.89,1.3,-0.8
Michigan,Tuscola County,-5502,3297,3.4,-0.64,1.4,0.1
Michigan,Van Buren County,-910,4684,2.2,-1.19,2.3,0
Michigan,Washtenaw County,44732,6553,0.6,-1.47,3.5,0.8
Michigan,Wayne County,-307546,1461,1.4,0.08,2.6,2.3
Michigan,Wexford County,2792,2796,2,-0.75,1.2,0
Minnesota,Aitkin County,528,5634,3.8,-0.92,2.3,-1.4
Minnesota,Anoka County,53289,7768,1.8,-2.54,3,0.2
Minnesota,Becker County,4098,9828,-0.6,-1.2,2.7,1.5
Minnesota,Beltrami County,6863,2529,0.4,-1.94,-2.1,-0.9
Minnesota,Benton County,5711,2726,1.9,-2.02,2.5,2.3
Minnesota,Big Stone County,-794,5429,0.6,0.26,0.8,2.3
Minnesota,Blue Earth County,11032,5881,0.9,-2.31,2.1,-0.9
Minnesota,Brown County,-1717,8068,-0.2,-1.3,1.3,-1.7
Minnesota,Carlton County,3827,6016,0.6,-0.63,0.1,1.6
Minnesota,Carver County,31914,12815,1.3,-1.06,4.8,-0.7
Minnesota,Cass County,2205,7717,3.1,-2.14,1.4,2.2
Minnesota,Chippewa County,-1108,13645,0.2,-2.56,2,1.7
Minnesota,Chisago County,14207,12021,3.3,-0.86,4.2,-1.7
Minnesota,Clay County,12340,11352,0.5,-2.11,1.7,0.5
Minnesota,Clearwater County,455,6328,0.6,-1.66,0.8,2.4
Minnesota,Cook County,230,2741,2.6,-1.41,7.5,4.1
Minnesota,Cottonwood County,-872,10232,-0.3,-2.15,4.7,4.7
Minnesota,Crow Wing County,9325,8462,1.7,-0.88,2.6,-1.9
Minnesota,Dakota County,65847,7145,1.6,-2.62,3,1.3
Minnesota,Dodge County,3031,6640,1.7,-1.01,2.7,-0.4
Minnesota,Douglas County,4754,11878,1.4,-0.94,3.8,-2.3
Minnesota,Faribault County,-2397,9216,1.5,-1.33,2,0.6
Minnesota,Fillmore County,-142,11205,-0.1,-0.84,1.4,-1
Minnesota,Freeborn County,-2049,8084,0.2,-2.3,3,1.8
Minnesota,Goodhue County,2177,6065,1.8,-0.78,2,2.6
Minnesota,Grant County,-348,12030,-0.5,-1.34,0.5,-1.4
Minnesota,Hennepin County,135824,9826,0.4,-2.17,4.2,-0.6
Minnesota,Houston County,-1058,5982,2.5,-0.77,1.2,-0.3
Minnesota,Hubbard County,2642,7875,2.3,-0.45,3.3,-0.9
Minnesota,Isanti County,8295,10305,2.8,-0.85,1.3,-1.8
Minnesota,Itasca County,1145,6429,1.4,-1.02,1.9,0.8
Minnesota,Jackson County,-1322,8253,0,-1.43,4,-1.4
Minnesota,Kanabec County,1028,4837,3.2,-0.88,0.9,-0.9
Minnesota,Kandiyohi County,1540,7092,0.3,-3.3,1.6,-0.8
Minnesota,Kittson County,-1035,4736,0.3,-1.41,4.1,4.8
Minnesota,Koochiching County,-1827,7560,2.6,-0.52,2.4,4.7
Minnesota,Lac qui Parle County,-1382,4645,2.1,-1.44,2.8,0
Minnesota,Lake County,-534,9313,2.6,-1.43,8.9,-2.3
Minnesota,Lake of the Woods County,-778,863,3,-2.03,-1.6,-6.3
Minnesota,Le Sueur County,2685,8023,2,-1,0.7,0.6
Minnesota,Lincoln County,-751,6430,0.2,-0.78,1.9,2.2
Minnesota,Lyon County,406,7309,0.9,-2.12,0.8,1.5
Minnesota,McLeod County,986,1325,1.8,-1.17,-0.3,1.8
Minnesota,Mahnomen County,406,3916,-0.6,-3.62,-1.4,-0.9
Minnesota,Marshall County,-799,8724,-0.3,-1.1,4.1,-0.6
Minnesota,Martin County,-1952,9667,0.5,-1.21,2.5,2.3
Minnesota,Meeker County,487,8438,1.4,-1.08,3.4,-0.3
Minnesota,Mille Lacs County,3542,8464,1.1,-1.1,0.7,-0.9
Minnesota,Morrison County,1352,5770,1.6,-0.97,1.9,-1.7
Minnesota,Mower County,963,9203,-0.1,-3.37,4.8,-1.3
Minnesota,Murray County,-819,8554,1.2,-1.63,3.1,-1.1
Minnesota,Nicollet County,4195,5053,3.3,-1.9,-1.4,-0.3
Minnesota,Nobles County,1112,10227,-1.5,-6.38,-1.5,-2.2
Minnesota,Norman County,-845,11250,-0.6,-2.12,2.6,0
Minnesota,Olmsted County,30653,8247,1.1,-2.27,4,0.7
Minnesota,Otter Tail County,1186,11703,1.3,-1.69,5,-3.5
Minnesota,Pennington County,654,8967,0,-1.29,3.3,-1.6
Minnesota,Pine County,2673,3347,3,-0.94,1,-0.4
Minnesota,Pipestone County,-808,8320,-0.4,-2.96,5.1,1.9
Minnesota,Polk County,250,8160,-1.7,-2.29,3.9,-0.6
Minnesota,Pope County,-266,11002,0.8,-1.05,3.8,-0.1
Minnesota,Ramsey County,36939,8386,0.1,-3.84,2.6,-0.8
Minnesota,Red Lake County,-269,4665,-0.4,-2.19,3.6,-0.4
Minnesota,Redwood County,-1543,7690,0.9,-0.32,2,1.1
Minnesota,Renville County,-2509,9098,1.1,-2.37,-1.5,0.2
Minnesota,Rice County,9303,4540,2.3,-1.55,-0.3,1.1
Minnesota,Rock County,-231,11342,0.4,-1.32,5,1.5
Minnesota,Roseau County,-1011,6873,1.5,-1.59,2.8,-1.4
Minnesota,St. Louis County,-528,5995,0.3,-0.92,2.8,0.3
Minnesota,Scott County,56329,10961,1.6,-2.19,2.9,0.9
Minnesota,Sherburne County,30153,12191,2.5,-0.73,3.2,-0.9
Minnesota,Sibley County,-487,9399,1.6,-1.83,3.2,-1.1
Minnesota,Stearns County,24656,7785,1,-2.76,3.6,0.2
Minnesota,Steele County,3207,3561,1.3,-1.8,2.6,2.4
Minnesota,Stevens County,-419,10497,-1.9,-2.68,5.3,1.1
Minnesota,Swift County,-2549,8070,-0.1,-2.35,1.8,3.1
Minnesota,Todd County,89,6286,2.3,-0.88,2.3,-1.9
Minnesota,Traverse County,-815,7602,2,-2.78,2.9,1.6
Minnesota,Wabasha County,-2,10861,2.6,-0.74,3.7,-1.2
Minnesota,Wadena County,-44,10332,-1.8,-1.06,-1.9,-1.8
Minnesota,Waseca County,-739,4637,0.1,-1.01,1.9,1.6
Minnesota,Washington County,55218,10489,1.6,-1.98,2.3,-0.2
Minnesota,Watonwan County,-1036,5816,-2.4,-3.01,0.2,0.4
Minnesota,Wilkin County,-814,4225,1.2,-1.67,2.4,2
Minnesota,Winona County,888,9758,2,-1.4,4.5,-0.9
Minnesota,Wright County,44300,9990,2.1,-0.74,3.6,-0.5
Minnesota,Yellow Medicine County,-1213,4357,-0.2,-1.61,-2.6,-0.2
Mississippi,Adams County,-3337,3263,0.9,-1.8,-1.9,3.8
Mississippi,Alcorn County,2652,6577,0.8,-1.34,-0.1,0.5
Mississippi,Amite County,-1152,2514,4.4,0.15,4,-4.8
Mississippi,Attala County,-1184,5307,0.8,-1.45,-4.8,-2.3
Mississippi,Benton County,286,11403,3,0.29,0.7,-5.8
Mississippi,Bolivar County,-8688,2463,1.4,-0.54,2.5,1.7
Mississippi,Calhoun County,-577,4886,1.6,-0.8,1.1,3.8
Mississippi,Carroll County,-630,13778,5.4,-1.15,0,-9.6
Mississippi,Chickasaw County,-2294,3487,-0.4,-2.71,0.6,-2
Mississippi,Choctaw County,-1480,3548,2.7,-0.33,6.4,3.2
Mississippi,Claiborne County,-2881,451,1,-2.04,1.3,10.9
Mississippi,Clarke County,-2127,8523,2.5,-0.42,5,-4.6
Mississippi,Clay County,-2339,2391,1.9,-0.93,1.2,0.9
Mississippi,Coahoma County,-7468,4002,1.8,-1.02,2.6,0.7
Mississippi,Copiah County,-241,1409,2.1,-1.09,-0.8,1.7
Mississippi,Covington County,-328,4015,0.7,-1.7,0.3,-2.5
Mississippi,DeSoto County,71552,3177,1.8,-3.75,2.4,0
Mississippi,Forrest County,2867,5107,1.2,-1.34,0.8,0.7
Mississippi,Franklin County,-683,9064,1.8,-1.22,3,-5.3
Mississippi,George County,4950,2148,1.1,-1.15,0.9,0.3
Mississippi,Greene County,46,7201,3.2,0.1,0.4,-3.3
Mississippi,Grenada County,-2176,1975,1.8,-1.32,-0.5,-1
Mississippi,Hancock County,4086,3024,2.4,-1.39,-0.8,2.5
Mississippi,Harrison County,15426,-984,0.1,-2.62,2.2,5.2
Mississippi,Hinds County,-11303,1796,1.4,-2.67,1.4,1.4
Mississippi,Holmes County,-3870,-1045,2.6,0.01,-0.5,3.1
Mississippi,Humphreys County,-2864,1057,1.6,-1.52,2.1,-2.4
Mississippi,Issaquena County,-935,4249,2.6,-0.35,1.8,0.6
Mississippi,Itawamba County,738,770,1.4,-1.26,0.6,5.4
Mississippi,Jackson County,10732,2368,1.3,-1.63,2.3,0.5
Mississippi,Jasper County,-1567,5094,1.4,-0.92,2.3,4.2
Mississippi,Jefferson County,-2478,-2525,-6.1,-0.65,-7.8,8
Mississippi,Jefferson Davis County,-2648,750,3.9,-0.64,3.1,6.3
Mississippi,Jones County,2972,2639,0.1,-0.71,2.6,-1.2
Mississippi,Kemper County,-570,1367,4,-0.92,4.2,3.5
Mississippi,Lafayette County,15630,5939,2.5,-0.76,2.6,1.2
Mississippi,Lamar County,22304,8081,1.3,-1.31,4.1,1.1
Mississippi,Lauderdale County,-2006,7414,1.1,-0.94,1.3,-2.1
Mississippi,Lawrence County,-615,4839,2.2,-0.87,2,-0.1
Mississippi,Leake County,1775,3592,2.9,-1.41,2.5,2.3
Mississippi,Lee County,9178,6936,1.3,-2.21,2.6,-1.8
Mississippi,Leflore County,-8724,3190,0.7,-1.61,1.3,0.6
Mississippi,Lincoln County,1181,-1097,0.4,-0.76,-2.2,6.4
Mississippi,Lowndes County,-2400,5591,0.6,-1.09,3.5,-1.2
Mississippi,Madison County,29944,9015,1.6,-0.38,3.9,-1
Mississippi,Marion County,-526,-334,2.9,-0.21,0.4,2.6
Mississippi,Marshall County,626,6951,1.8,-1.15,2.9,-4
Mississippi,Monroe County,-2142,3759,2.2,-0.21,3.3,-1.6
Mississippi,Montgomery County,-2016,3495,2.8,-0.44,4.7,1.5
Mississippi,Neshoba County,685,1850,1.4,-1.15,1.7,2.9
Mississippi,Newton County,-653,1489,-0.4,-1.11,3.6,6
Mississippi,Noxubee County,-1806,8630,-1,-1.07,-0.2,-0.7
Mississippi,Oktibbeha County,6897,7028,0.3,-1.53,2.7,-2.2
Mississippi,Panola County,-280,1861,1.2,-1.64,1.9,-8.6
Mississippi,Pearl River County,6649,4696,2.6,-0.25,0.4,-2.2
Mississippi,Perry County,-106,-3513,2.1,-0.34,0.6,1.1
Mississippi,Pike County,528,170,0,-1.94,0.2,7
Mississippi,Pontotoc County,4914,3445,0.9,-1.35,3.5,0.6
Mississippi,Prentiss County,-295,1592,1.2,-0.7,0.5,0.4
Mississippi,Quitman County,-2848,1502,0.3,-1.59,0.8,2.7
Mississippi,Rankin County,36753,7577,1.5,-1.45,1.2,-2.6
Mississippi,Scott County,-3,-2164,1.2,-0.93,2.4,5.6
Mississippi,Sharkey County,-2145,-96,2.1,-0.92,3.7,-5.9
Mississippi,Simpson County,-692,852,1.3,-0.68,-1,4.7
Mississippi,Smith County,-104,521,1.7,-0.95,-3.8,-1.3
Mississippi,Stone County,4490,2555,1.5,-0.87,1.5,-0.2
Mississippi,Sunflower County,-8388,3544,1.7,-1.04,1.5,-0.8
Mississippi,Tallahatchie County,-778,5332,-1,-0.92,1.1,-4.2
Mississippi,Tate County,3071,5131,1.7,-1.32,2,1.8
Mississippi,Tippah County,1143,7242,0.5,-0.96,4.1,-1.3
Mississippi,Tishomingo County,379,6461,0.5,-0.09,0.8,-1.8
Mississippi,Tunica County,797,2058,1.7,-3.62,2.5,1.3
Mississippi,Union County,3194,4148,0.6,-1.16,0.2,-1.6
Mississippi,Walthall County,-657,-1977,3.7,0.03,-3.7,4
Mississippi,Warren County,-2876,1231,0.7,-1.81,-1.5,2.3
Mississippi,Washington County,-16756,1590,1.9,-1.18,1.4,-1.1
Mississippi,Wayne County,-770,4134,0.2,-1.17,1.3,0.7
Mississippi,Webster County,-529,1527,0.5,-0.09,0.9,-0.1
Mississippi,Wilkinson County,-1508,-4726,0.5,-0.57,5.9,10.6
Mississippi,Winston County,-1914,2575,3.1,-1.16,1.2,0.3
Mississippi,Yalobusha County,-554,7736,1.9,-1.71,1.7,-3.6
Mississippi,Yazoo County,-1092,974,0.9,-1.48,2.4,3.5
Missouri,Adair County,400,7574,-1.2,-2.26,5.5,0.2
Missouri,Andrew County,1063,3938,1.5,-1.25,4.6,0.5
Missouri,Atchison County,-1155,2884,2,-1.07,2.3,-1
Missouri,Audrain County,-212,3121,1.3,-1.55,-0.3,-0.3
Missouri,Barry County,1658,4495,2.9,-2.01,0.4,3.4
Missouri,Barton County,-691,1611,0.9,-1.74,4.2,5.2
Missouri,Bates County,-319,6723,0.9,-1.07,3.3,-3.1
Missouri,Benton County,1894,1792,2.6,-0.78,-0.9,0.3
Missouri,Bollinger County,277,6853,2,-0.87,-0.7,0.2
Missouri,Boone County,42817,6219,1.1,-1.53,0.7,0.3
Missouri,Buchanan County,3067,6259,0,-2.54,0.5,2.7
Missouri,Butler County,1799,4353,-0.1,-0.98,1.8,1.2
Missouri,Caldwell County,131,5536,1.7,-1.07,5.6,-2.6
Missouri,Callaway County,4266,3636,1.1,-0.81,1.2,1
Missouri,Camden County,8581,5879,3.2,-0.84,1,5.7
Missouri,Cape Girardeau County,9468,5075,0,-1.47,2.9,3.5
Missouri,Carroll County,-1489,1964,0.8,-0.84,-0.8,5.4
Missouri,Carter County,228,9467,-0.2,-0.99,1.2,-5.1
Missouri,Cass County,21632,5255,2.1,-0.97,4.4,2.3
Missouri,Cedar County,340,3130,-0.5,-1.15,1.9,4.7
Missouri,Chariton County,-958,1628,0.6,-1.01,2.2,-0.1
Missouri,Christian County,31147,4626,1.6,-0.64,1,0.9
Missouri,Clark County,-693,7083,1.5,-0.51,0.3,1.8
Missouri,Clay County,58868,7116,0.8,-2.02,1.7,1.1
Missouri,Clinton County,1575,5676,0.3,-0.58,0.9,2.7
Missouri,Cole County,5311,339,1.4,-1.72,0.9,3
Missouri,Cooper County,974,3961,1.5,-1.32,5,-3.1
Missouri,Crawford County,1298,2665,1.9,-0.89,0.4,4.6
Missouri,Dade County,-335,6166,1.6,-0.83,6,2.4
Missouri,Dallas County,1012,3340,2.1,-0.75,1.4,-0.7
Missouri,Daviess County,345,5782,1.3,-1.2,2.9,-0.6
Missouri,DeKalb County,991,3250,0.8,-1.47,2.5,3
Missouri,Dent County,553,2711,1.5,-1.11,1.7,2.6
Missouri,Douglas County,216,2035,4.4,1.39,-0.8,-1.8
Missouri,Dunklin County,-3036,2973,0.2,-1.85,2.8,3
Missouri,Franklin County,9523,4729,2.2,-0.72,3.9,-0.5
Missouri,Gasconade County,-616,9850,1.9,-0.96,3,1.2
Missouri,Gentry County,-196,8221,-1.1,-1.57,8,3.2
Missouri,Greene County,49414,2116,0.1,-1.34,3,2.3
Missouri,Grundy County,-483,5853,-1.8,-1.35,5.1,7.2
Missouri,Harrison County,-326,7889,-0.7,-1.16,6.9,3.2
Missouri,Henry County,-279,5383,0.7,-1.31,0.8,4.8
Missouri,Hickory County,535,6649,2.9,-1.09,1.7,7.9
Missouri,Holt County,-938,3720,3,-0.82,5.4,-2.4
Missouri,Howard County,-73,8289,-0.1,-0.35,3.9,0.9
Missouri,Howell County,2865,-298,1.2,-0.8,1.3,3.2
Missouri,Iron County,-471,6654,3.4,-1.11,2.6,-0.4
Missouri,Jackson County,44015,4400,0.5,-0.79,3.3,0.2
Missouri,Jasper County,15531,7434,0.8,-1.3,4.1,-1.6
Missouri,Jefferson County,25711,4009,1.7,-0.73,3.7,1.4
Missouri,Johnson County,5639,5704,0.3,-2.04,4.3,0.2
Missouri,Knox County,-384,6645,-0.4,-1.02,2,-0.3
Missouri,Laclede County,2930,5352,1.6,-0.57,0.7,1.7
Missouri,Lafayette County,-319,4300,2,-0.68,2.4,2.2
Missouri,Lawrence County,3230,3323,1.1,-1.3,2.6,-0.2
Missouri,Lewis County,-527,6749,0.9,-0.73,1.4,-1.1
Missouri,Lincoln County,17239,5706,2.2,-0.55,3.8,2.3
Missouri,Linn County,-1560,3946,-0.1,-1.33,0.5,1.9
Missouri,Livingston County,615,6246,-0.6,-1.74,-0.2,-2.7
Missouri,McDonald County,1147,4588,1.9,-2.6,3.8,3.7
Missouri,Macon County,-511,2474,1,-0.72,0.3,2.2
Missouri,Madison County,443,4028,1.6,-1.5,1.8,-0.5
Missouri,Maries County,-36,1530,2.5,-1.33,-0.6,5
Missouri,Marion County,345,3239,0.6,-0.8,4,2.4
Missouri,Mercer County,-79,9306,-0.3,-1.47,3.4,1.8
Missouri,Miller County,1664,5623,0.9,-0.95,4.1,-0.3
Missouri,Mississippi County,159,2626,0.5,-1.54,0.9,4.1
Missouri,Moniteau County,1236,3735,1.8,-1.04,0.4,0.6
Missouri,Monroe County,-699,3261,2,-0.96,2.5,0.1
Missouri,Montgomery County,-698,3725,1.7,-0.69,0.7,1.3
Missouri,Morgan County,836,-1920,0.2,-0.77,0.8,8.5
Missouri,New Madrid County,-2178,951,1.5,-1.05,0.4,3
Missouri,Newton County,5654,5560,1,-1.21,1.1,-3.4
Missouri,Nodaway County,560,2749,0.7,-0.8,3.1,-0.2
Missouri,Oregon County,214,5926,1.3,-1.31,2.6,1.3
Missouri,Osage County,600,8757,0.5,-0.86,5.6,-4.1
Missouri,Ozark County,-356,61,3.2,-0.84,2.5,11.1
Missouri,Pemiscot County,-3221,2348,1.4,-0.71,2.2,-3.3
Missouri,Perry County,1093,9222,1.4,-0.89,4.1,-2.4
Missouri,Pettis County,3155,5439,0.9,-1.71,1.9,1
Missouri,Phelps County,4919,1421,0.7,-1.22,3.4,2.5
Missouri,Pike County,216,3030,-0.9,-0.85,2.9,2.2
Missouri,Platte County,27406,8251,0,-2.11,4.6,0.2
Missouri,Polk County,4802,8974,-0.2,-1.08,3.7,-7.2
Missouri,Pulaski County,10894,7982,1,-2.82,7.4,-1.5
Missouri,Putnam County,-412,2483,7.3,-1.29,2.5,-1.2
Missouri,Ralls County,598,4967,1,-0.94,-2.9,4
Missouri,Randolph County,282,8296,1.4,-0.98,2.9,-1.7
Missouri,Ray County,-499,3927,2.2,-1.14,0.9,6.2
Missouri,Reynolds County,-414,8206,1.5,-1.73,3.1,-4
Missouri,Ripley County,55,4480,0.9,-0.89,-0.3,-0.6
Missouri,St. Charles County,111621,8049,1.4,-1.38,3.7,0.7
Missouri,St. Clair County,-290,2849,2.4,-0.99,-0.5,5.6
Missouri,Ste. Genevieve County,1,4048,0.1,-1.31,4,5.9
Missouri,St. Francois County,11064,4284,1.1,-0.78,-1.5,-0.3
Missouri,St. Louis County,-19589,5370,0.9,-2,3.7,0.2
Missouri,Saline County,-1096,2749,-0.1,-2.14,1,-1.8
Missouri,Schuyler County,338,7490,-0.3,-0.94,4.4,-2.5
Missouri,Scotland County,-20,3217,-5,-0.78,-5.2,-2.8
Missouri,Scott County,-1881,3912,1.4,-1.29,-0.1,2.1
Missouri,Shannon County,-75,436,2.9,-0.68,0.5,7.7
Missouri,Shelby County,-778,7581,-0.7,-1.44,2.3,3.5
Missouri,Stoddard County,-336,4144,1.6,-0.85,2.4,-1.2
Missouri,Stone County,3041,1941,4.2,-0.99,1.6,-3.2
Missouri,Sullivan County,-990,11575,1.2,-2.2,0.8,-5.2
Missouri,Taney County,15652,635,1.2,-1.72,-2.2,2.3
Missouri,Texas County,2732,4019,0.1,-1.1,2,3.8
Missouri,Vernon County,-17,7092,0.6,-1.36,3,-6
Missouri,Warren County,9848,5962,1.9,-0.89,1.8,0.5
Missouri,Washington County,1678,1909,1.1,-0.7,1.2,-0.5
Missouri,Wayne County,37,4514,1.4,-1.22,3.4,3.6
Missouri,Webster County,7620,4296,0.3,-0.67,1,1.6
Missouri,Worth County,-325,9994,0.5,-0.66,6.3,-1.2
Missouri,Wright County,376,1654,1.2,-0.99,0.5,0.3
Missouri,St. Louis city,-39563,5012,1.2,0.72,7.2,-1
Montana,Beaverhead County,232,5616,0.5,-1.38,2.6,1.1
Montana,Big Horn County,689,10726,-1.1,-2.74,5,3.3
Montana,Blaine County,-301,-1528,-1.3,-1.74,3.5,3.7
Montana,Broadwater County,1551,10628,3.7,-0.21,13.4,-2.3
Montana,Carbon County,1144,7978,3.3,-1.25,2.6,-2.3
Montana,Carter County,-138,9644,0.6,0.13,1.4,-2.2
Montana,Cascade County,1297,4438,-0.8,-1.6,3.4,-0.4
Montana,Chouteau County,-205,-1487,-0.6,1.03,3.1,-0.7
Montana,Custer County,25,14137,-0.8,-1.67,3.2,-5.9
Montana,Daniels County,-280,15466,-3.7,2.24,3.3,-9.5
Montana,Dawson County,-109,8870,-0.8,-1.87,1.4,3
Montana,Deer Lodge County,-311,5925,1.2,-1.13,-1.7,-2.4
