Name,Overall Quality,Easiness,Hot,Department,College,Total Ratings
"Collins, Steven",3.9,3.4,Hot,Humanities,UChicago,5
"Desormeaux, Daniel",,,Not Hot,Humanities,UChicago,0
"Ehre, Milton",4,3,Not Hot,Humanities,UChicago,5
"Goldsmith, John",3.8,3.7,Not Hot,Humanities,UChicago,9
"Gutierrez, Ramon",,,Not Hot,Humanities,UChicago,0
"Gorbachov, Yaroslav",,,Not Hot,Humanities,UChicago,0
"Hansen, Nathaniel",,,Not Hot,Humanities,UChicago,0
"Kareem, Sarah",1,2,Not Hot,Humanities,UChicago,1
"Kass, Amy",5,1.5,Not Hot,Humanities,UChicago,2
"Lear, Gabriel",4.5,3,Hot,Humanities,UChicago,1
"Marquardt, Sarah",4.4,4.2,Hot,Humanities,UChicago,8
"McAlister, Jett",3.5,3,Not Hot,Humanities,UChicago,3
"O'Neill, Theodore",5,5,Hot,Humanities,UChicago,1
"Perovic, Sanja",2.2,2.5,Not Hot,Humanities,UChicago,4
"Raine, Michael",5,2.5,Hot,Humanities,UChicago,2
"Riggle, Jason",5,3.5,Hot,Humanities,UChicago,2
"Rood, Naomi",4.2,2.5,Not Hot,Humanities,UChicago,2
"Santner, Eric",5,2,Not Hot,Humanities,UChicago,1
"Saussy, Haun",,,Hot,Humanities,UChicago,0
"Schechter, Oded",3.4,2,Not Hot,Humanities,UChicago,4
"Schultz, Barton",2.2,4.5,Not Hot,Humanities,UChicago,2
"Smith, Jonathan Z.",4.5,3.2,Hot,Humanities,UChicago,12
"Steiner, Lina",4.5,3.7,Hot,Humanities,UChicago,6
"Watson, Cecelia",4.5,3,Hot,Humanities,UChicago,1
"Batiste, Stephanie",3.7,1.7,Not Hot,Humanities,CMU,3
"Devine, J.",4.4,3.5,Not Hot,Humanities,CMU,6
"Harvey, Yona",1.5,5,Not Hot,Humanities,CMU,1
"Rouse, Roger",2.9,3.7,Not Hot,Humanities,CMU,16
"Swamy, Vijay",,,Not Hot,Humanities,CMU,0
"Frey, Christiane",,,Not Hot,Humanities,Princeton,0
"Stephens, Joe",5,1.7,Hot,Humanities,Princeton,3
"Ghamblou, Mokhtar",,,Not Hot,Humanities,Yale,0
"Menocal, Maria Rosa",,,Not Hot,Humanities,Yale,0
"McCarty, Matthew",4.5,3,Hot,Humanities,Yale,1
"Thompson, Norma",3.8,3,Hot,Humanities,Yale,2
"Donaldson, Peter",5,3,Hot,Humanities,MIT,2
"Haldeman, Joe",3.8,3.2,Not Hot,Humanities,MIT,4
"King, Sarah",,,Not Hot,Humanities,MIT,0
"Scribner, Charity",4.8,1.7,Hot,Humanities,MIT,3
"Curtis, Todd",4.2,4.1,Hot,Humanities,UTexas,14
"Kitt, Karrol A.",2.7,2.7,Not Hot,Humanities,UTexas,9
"Monk, Michelle",,,Not Hot,Humanities,UTexas,0
"Raizen, Esther",,,Not Hot,Humanities,UTexas,0
"Reed, Julia",,,Not Hot,Humanities,UTexas,0
"Shirazi, Faegheh",4.4,2.5,Hot,Humanities,UTexas,4
"Burns, David D",,,Not Hot,Humanities,Stanford,0
"Casper, Gerhard",3.7,2.7,Hot,Humanities,Stanford,11
"Castro, Ralph",4.2,2.3,Hot,Humanities,Stanford,3
"Dornbach, Marton",4.8,4.5,Hot,Humanities,Stanford,2
"Feola, Michael",4.5,2.5,Hot,Humanities,Stanford,2
"Ferris, Erin",3.5,2.7,Not Hot,Humanities,Stanford,3
"Hosek, Jennifer",4.2,2.2,Hot,Humanities,Stanford,4
"Levy, Indra",,,Not Hot,Humanities,Stanford,0
"MacHosky, Brenda",,,Not Hot,Humanities,Stanford,0
"Medin, Daniel",4.8,4,Hot,Humanities,Stanford,3
"Meadowsong, Zena",4.5,3,Not Hot,Humanities,Stanford,3
"Mesa, Christina",4.8,2.5,Hot,Humanities,Stanford,2
"Nguyen, Dzuong K",,,Not Hot,Humanities,Stanford,0
"Predmore, Michael",5,2,Not Hot,Humanities,Stanford,1
"Stanescu, Vasile",5,1,Hot,Humanities,Stanford,1
"Szabo, Victoria",4.8,4.3,Not Hot,Humanities,Stanford,3
"Ching, Leo",3.9,2.8,Hot,Humanities,Duke,4
"Ezrahi, Sidra",4,2.5,Not Hot,Humanities,Duke,2
"Fitzpatrick, Jim",4.2,4,Not Hot,Humanities,Duke,5
"McDonic, Susan",4.5,3,Hot,Humanities,Duke,2
"Mickiewicz, Denis",4.5,3.4,Not Hot,Humanities,Duke,12
"Solomon, Marion",4.8,2,Not Hot,Humanities,Duke,2
"Tyson, Timothy",4.6,4,Not Hot,Humanities,Duke,4
"Carroll, Jill",4.5,3.5,Hot,Humanities,Rice,13
"Casas, ",4.2,2.8,Hot,Humanities,Rice,4
"Davis, Billy",,,Not Hot,Humanities,Rice,0
"Haverson, Haverson",,,Not Hot,Humanities,Rice,0
"Gruber, Ira",,,Not Hot,Humanities,Rice,0
"Harter, Deborah",4.3,3.7,Hot,Humanities,Rice,6
"Lamb, Sydney",5,2,Hot,Humanities,Rice,1
"Westphal, Sara",2.8,3,Not Hot,Humanities,Rice,2
"Wood, Philip",3,1.5,Not Hot,Humanities,Rice,4
"Worth, David",4.7,2.7,Hot,Humanities,Rice,3
"Der Manuelian, Lucy",2.8,2.9,Not Hot,Humanities,Tufts,7
"Elsky, Stephanie",5,2,Not Hot,Humanities,Tufts,1
"Acquisti, Alessandro",4.4,2.6,Hot,Information Science,CMU,8
"Dabbish, Laura",2.5,3,Not Hot,Information Science,CMU,2
"Crane, Earl",5,3,Not Hot,Information Science,CMU,1
"Dubrawski, Artur",5,2,Not Hot,Information Science,CMU,3
"Huber, Jay",4.5,4,Not Hot,Information Science,CMU,1
"Labash, Chris",3,5,Not Hot,Information Science,CMU,1
"Lindner, Martin",3.5,4,Not Hot,Information Science,CMU,2
"Prosise, Chris",5,3,Not Hot,Information Science,CMU,1
"Roehrig, Steve",3.5,3.2,Not Hot,Information Science,CMU,4
"Rush, Kristopher",1.7,4.7,Not Hot,Information Science,CMU,3
"Shimeall, Tim",5,4,Not Hot,Information Science,CMU,2
"Sooriamurthi, Raja",4,5,Not Hot,Information Science,CMU,1
"Szczypula, Janusz",4.5,4,Hot,Information Science,CMU,1
"Vidas, Tim",4.5,2,Hot,Information Science,CMU,4
"Weinberg, Randy",,,Not Hot,Information Science,CMU,0
"Barrett, Edward",4.5,4.6,Hot,Information Science,MIT,5
"Karadkar, Unmil",,,Not Hot,Information Science,UTexas,0
"Ovalle, Carlos",5,5,Hot,Information Science,UTexas,1
"Roy, Lorraine",2.5,3.3,Not Hot,Information Science,UTexas,3
"Seay, Fleming",,,Not Hot,Information Science,UTexas,0
"Brady, Rachael",4.7,3.3,Hot,Information Science,Duke,3
"Li, Fan",1,2,Not Hot,Information Science,Duke,1
"Lucic, Richard",4.4,4.1,Not Hot,Information Science,Duke,8
"Szabo, Victoria E",5,5,Not Hot,Information Science,Duke,1
"Wiencek, Florian",1.8,1,Not Hot,Information Science,Duke,2
"Crocker, Ronnie",4,2,Not Hot,Information Science,Rice,1
"Saliba, Samir",2.5,3.7,Not Hot,International Studies,Harvard,20
"Freeman, Michael",,,Not Hot,International Studies,UChicago,0
"Hevia, James",,,Not Hot,International Studies,UChicago,0
"Jones, Kristine",1,1,Not Hot,International Studies,UChicago,1
"Westra, Joel",5,1,Hot,International Studies,UChicago,1
"Doss, Cheryl",1,3,Not Hot,International Studies,Yale,1
"Hill, Charles",2.7,3.6,Not Hot,International Studies,Yale,8
"Brenner, Michael",1.5,3,Not Hot,International Studies,UTexas,2
"Holmsten, Stephanie",3.2,3,Not Hot,International Studies,UTexas,2
"Perry, William",4,3.7,Not Hot,International Studies,Stanford,3
"French, John",2.4,2.7,Not Hot,International Studies,Duke,9
"Hasso, Frances",2.5,1.8,Not Hot,International Studies,Duke,5
"Jawad, Abdul Sattar",4.1,5,Not Hot,International Studies,Duke,4
"Kwon, Nayoung Aimee",3.8,3.3,Not Hot,International Studies,Duke,3
"Litle, Marcy",2.7,3.8,Not Hot,International Studies,Duke,10
"TU, Pikuei",5,5,Not Hot,International Studies,Duke,1
"Teichman, Sherman",2.1,1.4,Not Hot,International Studies,Tufts,18
"Cadel, Francesca",1.2,2,Not Hot,Italian,Yale,2
"Capodivacca, Angela",,,Hot,Italian,Yale,0
"Farina, Michael",4,2.8,Not Hot,Italian,Yale,4
"Georgeo, Monica",4.5,2,Not Hot,Italian,Yale,1
"Mazzotta, Giuseppe",5,3,Not Hot,Italian,Yale,4
"Demos, Melissa",4,4,Not Hot,Italian,UTexas,1
"Eibenstein-Alvisi, Irene",4.5,2,Not Hot,Italian,UTexas,1
"Edwards, Eric",1,3,Not Hot,Italian,UTexas,1
"Mabrey, Beatrice",5,3,Not Hot,Italian,UTexas,1
"Erickson, Shelly",5,3,Hot,Japanese,Tufts,1
"Hirata, Hosea",4.2,3.3,Hot,Japanese,Tufts,6
"Kagawa, Kiyomi",4.7,2.6,Not Hot,Japanese,Tufts,12
"Koizumi, Shiori",4.7,3.3,Hot,Japanese,Tufts,19
"Morita, Kiyoko",4.8,3.5,Not Hot,Japanese,Tufts,12
"Ginsburg, Shai",5,3.5,Not Hot,Jewish Studies,Duke,2
"Alves, Rosental",,,Not Hot,Journalism,UTexas,0
"Bock, Mary",,,Not Hot,Journalism,UTexas,0
"Branham, Lorraine",,,Not Hot,Journalism,UTexas,0
"Burns, Neal",3.3,4,Not Hot,Journalism,UTexas,5
"Cash, Wanda",3.8,1.8,Not Hot,Journalism,UTexas,4
"Darling, Dennis",4.5,4,Not Hot,Journalism,UTexas,3
"De Uriarte, Mercedes",5,2,Not Hot,Journalism,UTexas,1
"Frankel, Glenn",5,3,Not Hot,Journalism,UTexas,1
"Garlock, Dave",3.2,3.5,Not Hot,Journalism,UTexas,2
"Ibrahim, Dina",4.5,3,Hot,Journalism,UTexas,2
"Iris, Chyi",2,2,Not Hot,Journalism,UTexas,1
"Jensen, Robert",4,4.2,Not Hot,Journalism,UTexas,53
"Mann, Bob",3.3,2.3,Not Hot,Journalism,UTexas,3
"McCombs, Maxwell",4.5,2,Not Hot,Journalism,UTexas,2
"Olasky, Marvin",4.8,2.5,Not Hot,Journalism,UTexas,2
"Poindexter, Paula",3,2.5,Not Hot,Journalism,UTexas,2
"Reese, Steve",3.5,3,Not Hot,Journalism,UTexas,11
"Sturtevant, Mathew",,,Not Hot,Journalism,UTexas,0
"Sylvie, George",3,3,Not Hot,Journalism,UTexas,3
"Todd, Rusty",,,Not Hot,Journalism,UTexas,0
"Bliwise, Robert",2.7,2.7,Not Hot,Journalism,Duke,7
"Johnson, Clay",4,4.5,Not Hot,Journalism,Duke,2
"Griffin, Terry",3.5,2.6,Not Hot,Languages,Harvard,13
"Martin, Sandra",5,4,Not Hot,Languages,Harvard,1
"Mihaly, Deanna",3.3,2.5,Not Hot,Languages,Harvard,12
"Ramirez-Trujillo, Alma P",,,Not Hot,Languages,Harvard,0
"Zhang, Xiangyun",4.9,2.1,Hot,Languages,Harvard,14
"Zimic, Stanislav",2.5,3,Not Hot,Languages,UTexas,2
"Austin, Kelly",2.2,3.2,Not Hot,Languages,UChicago,5
"Baumann, Catherine",4.8,3.2,Hot,Languages,UChicago,9
"Berg, Marie",3.5,4,Hot,Languages,UChicago,1
"Botello, Jesus",5,2,Hot,Languages,UChicago,1
"Cai, Fang-Pei",4.8,3.6,Not Hot,Languages,UChicago,8
"Chao, Chih-Ch'Ao",5,1,Not Hot,Languages,UChicago,6
"Cajkova, Irena",4.6,4,Hot,Languages,UChicago,5
"Creel, Carmen",,,Not Hot,Languages,UChicago,0
"De Armas, Frederik",4.5,3.7,Not Hot,Languages,UChicago,3
"Delogu, Daisy",5,4,Hot,Languages,UChicago,1
"Egger, Rebekka",3.7,2,Hot,Languages,UChicago,3
"Di-Vito, Nadine",3.7,3.3,Not Hot,Languages,UChicago,3
"Finkelstein, Ariela",4.8,3,Hot,Languages,UChicago,5
"Fowler, Jason",,,Not Hot,Languages,UChicago,0
"Giannakidou, Anastasia",,,Not Hot,Languages,UChicago,0
"Giles, Ryan",5,3,Hot,Languages,UChicago,1
"Issa, Bernie",,,Not Hot,Languages,UChicago,0
"Kenny, Kim",,,Not Hot,Languages,UChicago,0
"Kohler, Sandra",5,3,Not Hot,Languages,UChicago,1
"Levin, David",1.2,2,Not Hot,Languages,UChicago,2
"Lima, Ana Maria",5,4.7,Not Hot,Languages,UChicago,3
"Lozada, Nene",,,Not Hot,Languages,UChicago,0
"Morrissey, Robert",4.2,3.2,Not Hot,Languages,UChicago,5
"Pavel, ",4.8,3.5,Not Hot,Languages,UChicago,4
"Ronchen, Drucilla",4.5,2.8,Not Hot,Languages,UChicago,4
"Santana, Mario",4.9,3.4,Hot,Languages,UChicago,5
"Shallcross, Bozena",,,Not Hot,Languages,UChicago,0
"Shaughnessy, Edward",3,2,Not Hot,Languages,UChicago,2
"Tubb, Gary",5,3.5,Not Hot,Languages,UChicago,2
"Van Den Hout, Lidwina",3.6,3.1,Not Hot,Languages,UChicago,11
"van den Hout, Theo",5,2,Hot,Languages,UChicago,1
"Voigt, Lisa",4.5,5,Hot,Languages,UChicago,1
"Watanabe, Yoshiko",4.5,1,Not Hot,Languages,UChicago,1
"Wentworth, Blake",5,2.5,Hot,Languages,UChicago,2
"Wellbery, David Wellbery",5,3,Not Hot,Languages,UChicago,1
"Freed, Barbara",2.5,5,Hot,Languages,CMU,1
"Gomez, Felipe",3.3,2,Not Hot,Languages,CMU,3
"Hallstein, Christian",,,Not Hot,Languages,CMU,0
"Henery, Ashlie",5,5,Not Hot,Languages,CMU,1
"Ichikawa, Shingo",3.5,2,Not Hot,Languages,CMU,1
"Iwasaki, Yasufumi",2.5,2,Not Hot,Languages,CMU,1
"Kono, Yumiko",4.5,4,Hot,Languages,CMU,2
"LI, Huiwen",4.5,5,Not Hot,Languages,CMU,1
"Liu, Gang",5,3.5,Hot,Languages,CMU,2
"Maria Del Mar, Rosa-Rodriguez",,,Not Hot,Languages,CMU,0
"Mennies, Rachel",5,3,Hot,Languages,CMU,1
"Queniet, Sophie",4.8,3.8,Hot,Languages,CMU,5
"Polansky, Susan",4.9,2.8,Hot,Languages,CMU,4
"Ramirez, Natalia M",,,Not Hot,Languages,CMU,0
"Ruiz, Carrie",4,2,Not Hot,Languages,CMU,1
"Skibba, Candace",4.8,3.5,Not Hot,Languages,CMU,2
"Taguchi, Naoko",2,3,Not Hot,Languages,CMU,1
"Tian, Weizhong",5,3,Hot,Languages,CMU,1
"Tardio, Theresa",4.9,3.2,Hot,Languages,CMU,5
"Vairo, Jan",4.4,3.6,Not Hot,Languages,CMU,7
"West, Michael J",,,Not Hot,Languages,CMU,0
"Wu, Sue-Mei",4.2,2.5,Not Hot,Languages,CMU,2
"Yao, Tianxue",3.4,2.6,Hot,Languages,CMU,5
"Yasuhara, Yoshihiro",4,5,Not Hot,Languages,CMU,1
"Yu, Yueming",4.3,3.1,Not Hot,Languages,CMU,9
"Zhao, Sha",4,3,Not Hot,Languages,CMU,1
"Youngs, Bonnie",4.7,3.3,Not Hot,Languages,CMU,3
"An, Kun",4.5,3,Not Hot,Languages,Princeton,2
"Anton, Saul",3.8,3,Not Hot,Languages,Princeton,2
"Babby, Leonard",1.5,3,Not Hot,Languages,Princeton,1
"Bellos, David",3.5,2,Hot,Languages,Princeton,3
"Caponegro, Mihaela Carla",5,2.7,Hot,Languages,Princeton,3
"Chou, Cp",5,3,Not Hot,Languages,Princeton,1
"Gandolfi, Laura",5,2,Hot,Languages,Princeton,1
"Huet, M.H.",4,4.5,Not Hot,Languages,Princeton,2
"Kay, Sarah",5,2,Hot,Languages,Princeton,1
"Iversen, Reem",3.5,3,Not Hot,Languages,Princeton,2
"Landron, Luis",5,5,Hot,Languages,Princeton,1
"Makino, Seiichi",3.8,4.2,Not Hot,Languages,Princeton,4
"Lozano, Lidia",3.7,3.3,Hot,Languages,Princeton,3
"Mwita, Mahiri",4.2,3,Hot,Languages,Princeton,2
"Peregrina, Elena",5,3,Not Hot,Languages,Princeton,1
"Rigolot, Francois",4.5,3,Hot,Languages,Princeton,4
"Rankin, Jamie",5,2.6,Hot,Languages,Princeton,5
"Rice-Davis, Charles",5,2,Hot,Languages,Princeton,1
"Sidikou, Aissata",4.5,4,Hot,Languages,Princeton,3
"Silva, Monica",2.5,4,Not Hot,Languages,Princeton,1
"Slowinska, Eva",5,1,Hot,Languages,Princeton,1
"Shibata, Tomoko",3.8,3.5,Not Hot,Languages,Princeton,2
"Wang, Jing",,,Not Hot,Languages,Princeton,0
"Villena, Francisco",5,3.5,Hot,Languages,Princeton,2
"Weinapple, Fiorenza",4.5,3,Not Hot,Languages,Princeton,1
"Zack, Brian",4.7,4.2,Not Hot,Languages,Princeton,11
"Zhang, Yongtao",,,Not Hot,Languages,Princeton,0
"Colosimo, Jennifer",4,3,Hot,Languages,Yale,2
"Dostorevsky, Ayala",5,3.5,Not Hot,Languages,Yale,2
"Duval, Edwin",,,Not Hot,Languages,Yale,0
"Dwyer, John",,,Not Hot,Languages,Yale,0
"Khurana, Seema",4.5,3,Hot,Languages,Yale,2
"Koizim, Ruth",5,2.5,Hot,Languages,Yale,4
"Semple, Benjamin",3.5,3,Hot,Languages,Yale,2
"Ceia-Minjares, Laura",4.8,2.5,Hot,Languages,MIT,2
"Hatano Cohen, Miyuki",4.5,2.8,Hot,Languages,MIT,5
"Miyagawa, Shigereu",5,4,Not Hot,Languages,MIT,1
"Nagaya, Yoshimi",2.5,3,Not Hot,Languages,MIT,1
"Nagatomi, Ayumi",3.6,3.2,Hot,Languages,MIT,4
"Reyes Cubides, William",4.2,2.6,Hot,Languages,MIT,5
"Shingu, Ikue",3.8,2.2,Not Hot,Languages,MIT,6
"Weise, Peter",4,2,Hot,Languages,MIT,1
"Aida, Yukie",4.9,2.6,Hot,Languages,UTexas,5
"Amador, Carlos",4.3,4.4,Hot,Languages,UTexas,7
"Andrighetti, Traci",4.4,2.9,Hot,Languages,UTexas,11
"Atzler, Judith",4.3,4,Not Hot,Languages,UTexas,3
"Bacelis, Jorge",4.8,3.7,Hot,Languages,UTexas,3
"Barbe, Helen",1.5,2,Not Hot,Languages,UTexas,1
"Baker, Mary",3.4,1.5,Not Hot,Languages,UTexas,4
"Barros, Alfredo",4.5,4.5,Not Hot,Languages,UTexas,2
"Becirbegovic, Amila",5,3,Hot,Languages,UTexas,1
"Bini, Daniella",2.6,2.5,Not Hot,Languages,UTexas,4
"Bizer, Marc",4,3,Not Hot,Languages,UTexas,1
"Blyth, Carl",5,2,Hot,Languages,UTexas,1
"Bos, Pascale",4.4,3.2,Hot,Languages,UTexas,4
"Broadbent, Philipp",3.1,2.2,Hot,Languages,UTexas,5
"Capra, Carlos",3.8,2.8,Not Hot,Languages,UTexas,4
"Carter, Alicia",5,4.3,Not Hot,Languages,UTexas,3
"Cepparo, Amy",4.8,3.3,Hot,Languages,UTexas,3
"Chazalon, Elodie",3.3,3.5,Hot,Languages,UTexas,6
"Chilstrom, Karen",4.2,4,Not Hot,Languages,UTexas,2
"Connolly, Perry",2.6,2.5,Not Hot,Languages,UTexas,4
"Cravens, Craig",3.5,4,Hot,Languages,UTexas,1
"Elorietta, Jabier",1,1,Not Hot,Languages,UTexas,2
"England, Nora",4.6,3,Not Hot,Languages,UTexas,8
"Fazziola, Peter",4.2,3.5,Not Hot,Languages,UTexas,2
"Ferrando, Serena",5,2.3,Hot,Languages,UTexas,3
"Frizzi, Adria",4,3,Not Hot,Languages,UTexas,1
"Garcia, Maripaz",4.2,3,Hot,Languages,UTexas,2
"Garrison, Mark",4,4,Hot,Languages,UTexas,1
"Garza, Thomas",5,3.4,Hot,Languages,UTexas,9
"Grau-Sempere, Antonio",5,4,Hot,Languages,UTexas,1
"Guedri, Christine",5,5,Hot,Languages,UTexas,1
"Holm, Jakob",5,4,Hot,Languages,UTexas,1
"Howard, Andrew",4.5,1,Hot,Languages,UTexas,1
"Ibarra, Enrique",2.5,2,Not Hot,Languages,UTexas,1
"Johnson, Jane",4.6,4.5,Not Hot,Languages,UTexas,4
"Jordan, Sheila",4.5,3,Not Hot,Languages,UTexas,1
"Kao, Ju-Hui",2,1,Not Hot,Languages,UTexas,1
"Katayama, Akemi",4.3,4,Not Hot,Languages,UTexas,3
"Keller-Lally, Ann",5,3.3,Not Hot,Languages,UTexas,3
"Laborde, Thomas Adams",4.5,2,Not Hot,Languages,UTexas,1
"Lazo-Wilson, Vanessa",5,5,Hot,Languages,UTexas,2
"Lippman, Jane",5,3.3,Not Hot,Languages,UTexas,3
"Matthews, Michelle",5,3,Hot,Languages,UTexas,1
"Mendez, Danny",5,4,Not Hot,Languages,UTexas,1
"Michener, Greg",3.5,3.7,Hot,Languages,UTexas,3
"Mollenauer, Robert",3.2,2.5,Not Hot,Languages,UTexas,2
"Munoz, Yuri",4.5,3,Not Hot,Languages,UTexas,1
"Murphey, Sheilah",3,2.5,Not Hot,Languages,UTexas,2
"Murphy, Melissa",4.8,3.5,Hot,Languages,UTexas,4
"Munoz, Solange",2.6,3.2,Not Hot,Languages,UTexas,4
"Okur, Jeannette",2,1,Not Hot,Languages,UTexas,1
"Oliveira, Valdo",2,2,Not Hot,Languages,UTexas,1
"Olson, Antonella",4.8,3.3,Not Hot,Languages,UTexas,6
"Park, Kyung",5,4.7,Hot,Languages,UTexas,3
"Parent, Sabrina",3.5,3.7,Not Hot,Languages,UTexas,3
"Park, Minjung",4.5,4,Hot,Languages,UTexas,1
"Pizer, Ginger",5,4,Not Hot,Languages,UTexas,3
"Porto, Lito",3.8,2.8,Hot,Languages,UTexas,12
"Radhakrishnan, Sankaran",4.5,5,Not Hot,Languages,UTexas,1
"Pyeatt, Anna",5,2,Not Hot,Languages,UTexas,1
"Ramont, Franky",2.8,1.5,Not Hot,Languages,UTexas,2
"Raz, Adi",1.8,2.5,Not Hot,Languages,UTexas,2
"Ren, Fei",,,Not Hot,Languages,UTexas,0
"Richter, Daniela",3,3.5,Hot,Languages,UTexas,2
"Roberts, Jason",4.5,3,Hot,Languages,UTexas,1
"Rohde, Greg",,,Not Hot,Languages,UTexas,0
"Russi, Cinzia",1,3.5,Not Hot,Languages,UTexas,2
"Schleppe, Beatriz",4.8,3,Hot,Languages,UTexas,6
"Schmitz, Ryan",5,5,Hot,Languages,UTexas,1
"Seeger, ",3.3,3.3,Not Hot,Languages,UTexas,3
"Shield, Aaron",,,Not Hot,Languages,UTexas,0
"Siller, David",3.4,3.2,Not Hot,Languages,UTexas,5
"Suito, Naoko",3.5,4,Not Hot,Languages,UTexas,1
"Sutherland-Meier, Madeline",5,4,Not Hot,Languages,UTexas,1
"Tanaka, Midori",4.3,3.6,Not Hot,Languages,UTexas,5
"Vanderheijden, Vincent",2.6,2.4,Not Hot,Languages,UTexas,5
"White, Debbie",4.5,4,Hot,Languages,UTexas,1
"Wettlaufer, Alex",3.4,2,Not Hot,Languages,UTexas,5
"Wynne, Micheal",5,5,Hot,Languages,UTexas,1
"Yaniv, Monica",2,3,Not Hot,Languages,UTexas,1
"Baldocchi, Marta",4.1,3.6,Not Hot,Languages,Stanford,5
"Barhoum, Khalil",5,2.7,Not Hot,Languages,Stanford,3
"Brotherson, Gordon",3.8,4.5,Not Hot,Languages,Stanford,2
"Busbin, Kazuko",4.8,3,Not Hot,Languages,Stanford,2
"Cartagena-Calderon, Jose",3.2,2,Not Hot,Languages,Stanford,2
"Cellinese, ",5,3,Hot,Languages,Stanford,2
"Chu, Chengzhi",,,Not Hot,Languages,Stanford,0
"Cuevas, Carimer",,,Not Hot,Languages,Stanford,0
"Dennig, Sik Lee",4.9,4,Not Hot,Languages,Stanford,4
"Dozer, Jane",4.5,4,Not Hot,Languages,Stanford,1
"Edelstein, Dan",4.8,3.5,Hot,Languages,Stanford,4
"Fahimi, Shahla",5,2.5,Not Hot,Languages,Stanford,2
"Haas, Cathy",5,3,Not Hot,Languages,Stanford,1
"Guzman, Candy",4.2,4.1,Hot,Languages,Stanford,10
"Ha, Mai-Phuong",5,5,Hot,Languages,Stanford,1
"Jurafsky, Dan",4.5,2.5,Hot,Languages,Stanford,2
"Kubo, Momoyo",3.6,3.4,Not Hot,Languages,Stanford,7
"Landy, Joshua",4.7,2.8,Hot,Languages,Stanford,15
"Lin, Nina",5,4,Hot,Languages,Stanford,5
"Marcos, Marina",4.5,3,Not Hot,Languages,Stanford,2
"Perales, Otila",3.2,3,Not Hot,Languages,Stanford,2
"Petig, William",5,2.6,Not Hot,Languages,Stanford,5
"Picherit, Herve",4,2,Hot,Languages,Stanford,1
"Reinhold, Veronika",5,5,Not Hot,Languages,Stanford,1
"Rozelle, Yu-Hwa",4.9,3.5,Not Hot,Languages,Stanford,6
"Ruhlen, Merritt",3.5,4,Not Hot,Languages,Stanford,1
"Ruffinelli, Jorge",4.9,3.4,Not Hot,Languages,Stanford,8
"Samarth, Brajesh",5,3.5,Hot,Languages,Stanford,2
"Sells, Peter",,,Not Hot,Languages,Stanford,0
"Shasko, Tanya",4.9,3.4,Hot,Languages,Stanford,7
"Silveira, Agripino",,,Not Hot,Languages,Stanford,0
"Theslikai, Kenric",4.8,2.8,Hot,Languages,Stanford,4
"Surwillo, Lisa",3.3,4,Not Hot,Languages,Stanford,3
"Tempesta, Giovanni",5,4.3,Hot,Languages,Stanford,6
"Tomiyama, Yoshiko",,,Not Hot,Languages,Stanford,0
"Tuzzato, Alessandro",4.5,2.7,Hot,Languages,Stanford,3
"Wasow, Tom",3.4,3,Not Hot,Languages,Stanford,5
"Wittman, Laura",5,5,Hot,Languages,Stanford,1
"Zeng, Hong",3.9,1.9,Not Hot,Languages,Stanford,14
"Aguilar-Castro, Jaditza",1.2,2,Not Hot,Languages,Duke,4
"Anderson, Lisa",4,4,Not Hot,Languages,Duke,1
"Andrews, Edna",4.7,4.2,Not Hot,Languages,Duke,31
"Antonioli, Kathleen",5,4.3,Not Hot,Languages,Duke,3
"Amin, Kartina",5,2,Not Hot,Languages,Duke,1
"Barros, Joanna",3,3.7,Not Hot,Languages,Duke,9
"Begali, Mattia",4.2,5,Not Hot,Languages,Duke,4
"Belaud, Anais",3.8,3.5,Hot,Languages,Duke,2
"Bell, David",3,1,Not Hot,Languages,Duke,1
"Bertucci, Sonja",3.1,2.3,Hot,Languages,Duke,6
"Billaux, Christine",2.5,2,Not Hot,Languages,Duke,1
"Boero, Silvia",4.6,4.7,Hot,Languages,Duke,6
"Borchardt, Frank",4.5,4.1,Not Hot,Languages,Duke,7
"Butnaru, Mirela",4.2,2.8,Not Hot,Languages,Duke,14
"Cabezas, Oscar",4.6,4.8,Hot,Languages,Duke,9
"Cai, Jie",4.6,3.8,Not Hot,Languages,Duke,24
"Carpio, Toni",1.9,3.4,Not Hot,Languages,Duke,16
"Canteli-Vigon, Marcos",4.3,3.7,Hot,Languages,Duke,6
"Casa, Laura",4.1,3.8,Not Hot,Languages,Duke,8
"Cerron-Palomino, Fernan",3.5,2,Not Hot,Languages,Duke,1
"Chambless, Della",3.7,4,Not Hot,Languages,Duke,6
"Chabrier, Christina",4.5,2.8,Hot,Languages,Duke,4
"Choffart, Germain",4.5,3.5,Hot,Languages,Duke,11
"Cilingiroglu, Meryem",1,3,Not Hot,Languages,Duke,1
"Chirila, Ileana",3,2.5,Not Hot,Languages,Duke,4
"Clifford, Joan",3.9,3.8,Not Hot,Languages,Duke,10
"Cline, Rory",3,3,Not Hot,Languages,Duke,1
"Collado, Aurora",2.4,3,Not Hot,Languages,Duke,6
"Corradini, Corrado",4.8,3.8,Hot,Languages,Duke,8
"Curtis, Lesley",4.5,2,Hot,Languages,Duke,1
"Cuesta, Luis F.",4.5,3,Not Hot,Languages,Duke,1
"Dainotto, Roberto",4.1,4,Not Hot,Languages,Duke,4
